CUID,RUID,SSN,first.name,middle.initial,last.name,street.number,street.name,apartment.number,city,state,zipcode
12242,12242,751118872,Ascani,G,Kelvin,332,Skjei Street,5p6,Bingen,WA,98605
15708,22462,627738168,Scooter,,Baske,603,Stahlin,7u5,Mountain View,WY,82939
7010,7010,0,Hargadon,R,Kook,381,Suainon St,5x6,Coleridge,NE,68727
7962,7962,307020681,Zatkovic,,Sims,163,Ayub Street,0i5,Atascosa,TX,78002
333,17089,307435211,Hoppenrath,Y,Leoine,716,Snhippen Parkway,6v1,Graite Falls,NC,28630
1798,10944,420305744,Castronova,V,Goswell,774,Jacome Rd,2s4,Harwick,PA,15049
9174,9174,340461758,Holm,S,Paraboschi,135,Pedrono Ave,80000,Oxnard,CA,93039
13440,19821,665081028,Holst,H,Ameline,727,Aztecs Road,6k7,Orderville,UT,84758
11574,11574,0,Berumen,W,Santorum,864,Giora Street,5m7,Shreveport,LA,71105
10366,10366,583033711,Wharton,Y,Pinecrest,10,Shanmugam Rd,4d7,Charlotte Amalie,VI,801
7603,19739,0,Bresset,D,Mosteller,514,Michelussi Pkwy,6c6,Loonmis,NE,68958
2653,2847,0,Eckhart,Z,Rohila,452,Tistaert,5f6,Little York,NJ,8834
18307,19598,605147737,Baudoux,Z,Breckenridge,NA,PO Box 4183,,Olton,TX,79064
19548,36074,404020110,Medal,M,Niels,655,Minguell Avenue,0m0,Reno,NV,89599
1872,7683,302108350,Isis,C,Mosur,882,Houfek Ave,2r4,Topeka,KS,66626
19672,19672,511265302,Jues,X,Pdesupport,344,Umakoshi Street,0d4,Christiansted,VI,823
18417,18417,208155588,Dorothea,D,Siew,NA,PO Box 2528,,Burlington,KS,66839
5231,19026,0,Tsukada,,Duckwitz,614,Laroche St,2n0,Cannonville,UT,84718
16036,32727,104746103,Langager,E,Nidzieko,NA,PO Box 2583,,Williamsport,IN,47993
4423,4423,0,Sultan,A,Donnamarie,265,Norvie Street,5l2,Stockport,OH,43787
5864,7307,612466802,Quartarolo,J,Pradip,465,Deliong,8i5,Santa Isabel,PR,757
16454,16454,181077378,Lisle,,Penelopa,934,Falter Street,2l4,Paint Rock,AL,35764
6984,6984,101236161,Elms,L,Samir,20,Dirksen St,1r6,Raton,NM,87740
19608,19608,487114451,Wekla,E,Weichhold,551,Royanne Road,7z2,Block Islnd,RI,2807
9697,9697,0,Yosuf,W,Joemal,41,Bolich Road,8d6,Liberty,TX,77575
12324,12324,542466310,Hatti,Q,Burgerhout,740,Falt Street,3t4,East Fairfield,VT,5448
2114,4530,0,Tavares,D,Pontier,NA,PO Box 4068,,Grand Junction,CO,81505
284,284,0,Emanatian,I,Nikolaou,NA,PO Box 1501,,Lenore,ID,83541
8904,8904,0,Dewit,S,Sanyal,621,Partlo Avenue,7h3,New Vineyard,ME,4956
187,187,418777846,Michaelwoo,,Bielecki,463,Meta Rd,1t6,Woodville,WI,54028
11398,13637,122275086,Chautems,A,Majewski,982,Manta Rd,8b0,Barbegat,PA,8005
10673,10673,0,Tatum,V,Wdachtmeister,215,Blackbird Ave,5x2,Evangeline,LA,70537
18327,23872,172673854,Dorine,y,Maristell,252,Barrus Road,1l7,Newonville,NY,12126
9726,9726,655131200,Descours,E,Lyyli,325,Oberg Rd,7u1,Hydeville,VT,5750
19657,37755,317038383,Mahinc,S,Shugong,6,tGuercio Street,2a8,Hudson,ME,4449
9689,26674,0,Balls,Y,Buchholz,960,Herb St,4a4,Washington,DC,20228
9887,9887,775383208,Horioka,N,Ardine,914,Coryell Street,5w4,Granite Falls,WA,98252
19650,21416,0,Wildin,K,Becky,937,Amgad,0g8,Russellville,SC,29476
16417,16417,852173842,Santia,D,Razzari,376,Aggyu Avenue,8u2,Wascta,SD,57491
3516,3516,434332667,Maston,L,Solecki,134,Septoff Ave,7000000,Pawtucket,RI,2863
2584,4810,0,Poppy,N,Pirjo,528,Gremaud St,0l8,Bloomfield,MT,59315
18307,18307,605147737,Baudoux,Z,Breckenridge,NA,PO Box 4183,,Olton,TX,79064
15201,15201,464524338,Mosbarger,Z,Helaine,284,Nicolaou Parkway,1s3,Dolton,SD,57023
3870,9829,520503805,Dunford,X,Shigehito,29,Gutruf Ave,0f4,Federalsburg,MD,21632
10687,27941,247462477,Polek,O,Orff,696,Volkar St,0v6,Rineyville,KY,40162
9265,23984,588185280,Anouk,E,Hesketh,733,Anthea Ave,6m5,Edeh,UT,84310
6129,20210,102355854,Gib,D,Musripah,701,Bech St,1h0,Fairburn,SD,57738
14326,14326,437586487,Finucane,,Stults,763,Daloiso Ave,6c4,Thorp,WI,54771
3872,14986,417047323,Colgan,V,Beata,862,Valla Street,7i8,Brohard,WV,26138
15609,33631,0,Diecoet,U,James,954,Kellyann Street,3v6,Lucile,ID,83542
3464,5439,216671406,Citeroni,G,Freda,NA,PO Box 3858,,Pillsbupry,ND,58065
8616,8616,188827805,Corson,Z,Antonella,807,Bonnee Avenue,0v0,Deatsville,KY,40016
15445,15445,465366410,Tsuchihashi,J,Stzucki,348,Ani Street,4j3,uAburn,NE,68305
12519,30130,626748327,Baralt,W,Ulrikaumeko,435,Mccain Street,3m5,New Haven,CT,6518
13823,17853,358611412,Bdetta,M,Algimantas,NA,PO Box 3332,,Edison,NJ,8820
17095,17953,215527183,Heriberto,J,Rouhad,663,Kochi Rd,2k8,Mason,WI,54816
1732,19013,0,Straight,O,Neely,14,Mrwes,4p3,Libttleton,CO,80165
17065,17065,247834407,Rueben,C,Chakrabarty,937,Ardyth Lane,7k8,ashington,DC,20240
801,801,0,Merchant,N,Mezzano,538,Madeline,3n4,Raymond,KS,67573
16076,17527,252522074,Tischler,E,Isfan,982,Twiss Lane,60000,Des Moines,IA,50380
17083,17083,538485323,Marge,,Karrer,333,Bimini Parkway,5x2,Kosrae,FM,96944
13961,13961,0,Zeeb,S,Inanc,426,avasi Street,3y3,Brookfrield,OH,44403
16964,16964,330353457,Malzahn,,Chiiwen,666,Raimund Road,2b4,Pelion,SC,29123
1069,1069,626460108,Fnshback,R,Ashu,78,Maniam Street,6w3,Sudan,TX,79371
8298,8298,552300763,Vandeqwouw,,Sangster,431,Saxtno Ave,2o0,Ijamsville,MD,21754
16602,21777,714100704,Alaimo,E,Getoor,689,Dice Avenue,7s7,Old Town,ID,83822
12951,12951,683017068,Heung,L,Shayna,778,Bowline St,7o0,Boise,ID,83701
14880,14880,746437240,Langill,H,Bellew,111,Desser Ave,6000000,Belfast,TN,37019
4199,4199,464086578,Glemboski,W,Crandall,379,Mucha Rd,7s3,Old Mystic,CT,6372
18295,34932,610857876,Batterman,N,Genny,62,Goias Road,3j5,Searsmont,ME,4973
19487,19487,361767584,Poulter,Q,Portalatin,842,Pittoni Ln,8n6,Maple City,KS,67102
17922,23496,406720723,Sako,B,Dinges,93,Immi Street,1h1,Franklin,NH,3235
16870,16870,426828130,Herrick,V,Qainsp,529,Jinnan Road,6h3,Waterbury,CT,6701
11213,11213,246601444,Egland,Q,Weterteicher,696,Houze Parkway,0y4,Piney Flats,TN,37686
18134,18134,484012478,Szondy,B,Jarvie,15,Muh St,2v4,Farson,WY,82932
16332,24121,235300774,Weber,,Moncivais,847,Mazni Street,0k5,Marshall,IN,47859
1096,20244,285341463,Muise,O,Kuroki,677,Vinnell St,8y2,Greenview,IL,62642
18810,21163,436824153,Goode,,Zarella,158,Abelard,1f4,Huntsville,AL,35896
9271,9271,413824527,Marcus,Q,Honmyo,820,Stetter,7a2,Hamilton,IN,46742
15237,34727,518356508,Angella,U,Zambrano,949,Haenel Avenue,2k0,Pease AFB,NH,3801
18151,18151,0,Jurewicz,P,Luhcs,20,Vanstory St,7n5,Robert,LA,70455
8391,18250,522500404,Shivdarsan,G,Rosenthal,82,Hampson Ave,2t1,Ashland,ME,4759
1088,1493,207253166,Verdier,,Crozier,962,Yae Avenue,0k6,Cruz Bay,VI,831
2245,14927,240681064,Pansie,W,Naterah,963,Aindrea Ave,5r5,Parowan,UT,84761
73,5697,733012584,Jozsef,A,Wkilmes,717,Phommakesone Ln,2a2,Harpers Ferry,WV,25425
7840,7840,0,Huan,,Kapps,944,Shig Ln,5l6,Lagro,IN,46941
19411,31271,560740822,Pxasciuti,V,Ludin,13,Yoo Lane,7w4,Omaha,NE,68134
9533,9533,0,Chahal,E,Achramowicz,530,Kriko Street,5f4,Cromwell,CT,6416
16263,16263,0,Chiencheng,T,Earline,767,Ronneke Rd,4x3,Gilford,MI,48736
5304,5854,305662076,Disperati,D,Sen,512,Ruperta St,1a6,Decatur,AR,72722
3997,3997,424771333,Raster,,Andrebo,164,Holmes Parkway,4z4,Monticello,MO,63457
10790,10790,614757222,Gargan,S,Nilakantan,499,Wolf Road,6f0,Gettysburg,SD,57442
14359,14359,0,Chambliss,E,Papanicolas,NA,PO Box 1940,,Lansford,ND,58750
15546,18153,0,Burson,C,Cidalia,949,Hardman Avenue,7g8,North Lawrence,NY,12940
4960,4960,513313475,Gleichen,P,Saiyed,838,Vrzal Rd,5s8,Dupyuer,MT,59432
11696,29203,0,Tosca,J,Amity,42,Chianfong Ln,8l7,Providence,RI,2912
13948,24355,0,Teiko,,Slayen,814,Hackner Road,5o4,Clear Fork,WV,24822
6807,6807,274745885,Blackburn,J,Combos,868,Boebnder Street,4i8,Indian Valley,ID,83632
15951,15951,533538415,Malinde,W,Selek,144,Barcelona Rd,2r5,Washington,DC,20037
17524,31175,0,Raimondi,B,Naimpally,545,Donaj Avenue,4i7,Weston,MO,64098
14751,14751,377276507,Tammie,,Roemmick,496,Koralle Rd,7c5,Washington,DC,20431
3352,14587,401357285,Mcgillvray,C,Lennox,842,Anssi Rd,5o2,Moroni,UT,84646
12135,19390,256084513,Leestma,G,Raychoudhury,303,Nahum Ave,0t6,Beaver,WA,98305
14083,17928,158253515,Reveron,K,Naftel,755,Lipps,3l7,Rock Springs,WY,82902
18083,18466,0,Trottier,L,Luellemann,595,nBubel Avenue,4g5,Sherman,IL,62684
17094,17094,471367060,Larrick,,Golemon,541,Banda Street,2m1,Prairie Grove,AR,72753
544,9923,0,Knudtson,C,Phiroze,803,Zorony St,0u2,Reno,PA,16343
8088,8088,531612787,Shirts,P,Qide,NA,PO Box 3589,,Nineveh,IN,46164
14099,14099,363647668,Polish,A,Zeglin,379,Frizziero Street,7y1,Lewiston,ME,4243
8410,21075,241462885,Bernadene,I,Gaetano,682,Serres Road,1b1,FPO San Francisco,GU,96630
6719,24053,767018074,Crowninshield,X,Flaxbard,887,Briess St,2q7,Shelbyville,MI,49344
12239,13521,156706071,Critz,Y,Vallentyne,845,Schmitigal St,6y6,Clarks,LA,71415
12164,15011,116434620,Ines,X,Intino,895,Collkigan Rd,8000000,Kowrae,FM,96944
11862,11862,548610622,Hampe,P,oDurley,98,Heike Ave,2000000,Kapaau,HI,96755
5793,16614,524887541,Bazzali,W,Elicia,821,Donovan Lane,3p5,Washington,DC,20090
14570,14570,167888072,Adah,O,Deakers,593,Byungyong Street,8g8,Newfield,NJ,8344
13070,19507,0,Mallika,U,Scorpion,77,Sauer Road,3s4,Denver,CO,80212
13579,13579,0,Sugden,,Yamin,466,Walecka Street,7c3,Little Compton,RI,2837
7645,7645,0,Tellye,Q,Jauch,759,Galassi,6a4,Floyd,NM,88118
5616,13741,0,Share,,Ava,678,Masaaki Rd,4y1,Rayick,KY,40060
15482,15482,658541220,Meridel,I,Shafer,115,Bot Street,5b5,Tontitown,AR,72770
4896,4896,108207757,Joycelin,V,Scrivens,533,Neira Ave,6d0,Hazelwood,NC,28738
19529,38864,0,Tysdal,,Wisckol,889,Devroome Parkway,1t2,Fence,WI,54120
3948,3948,0,Sabrina,O,Delcina,389,Cletis Ave,0a8,New Britain,CT,6051
12865,12865,0,Forney,,Tedda,394,Lobianco St,1y6,Milo,IA,50166
13599,13599,650261171,Semenzato,,Caufman,230,Malamas Road,1o0,Charlotte Amalie,VI,801
14437,28660,771801674,Jurak,F,Wodtke,639,Hoerauf Rd,0k4,Harrisburg,MO,65256
18322,29279,188404020,Cavrini,Q,Jarman,693,Soyeh Rd,5a2,Eden,VT,5652
8882,12804,0,Jaha,H,Moynahan,267,Dadfdario Rd,7h6,Show Low,AZ,85912
394,5419,0,Pakiamvathy,,Byk,NA,PO Box 2159,,Mariba,KY,40345
6881,24208,0,Qainfo,,Willson,292,Derrol,80,Wichita,KS,67210
14688,14688,221331507,Arbra,I,Seller,122,Okine Avenue,2c4,Mc Alester,OK,74501
12642,12642,233306266,Jhaveri,I,Markovich,347,Selep,7m4,Crothersville,IN,47229
13698,13698,0,Kylynn,,Tsoucas,NA,PO Box 3165,,Makawao,HI,96768
19281,24082,0,Waldir,,Bnrsport,536,Hynd Ave,4s2,Sacramento,NM,88347
16090,32974,0,Estalella,,Gascon,728,Shiramizu Street,6n7,East Winthrop,ME,4343
9738,9738,156182355,Wanzeck,X,Wayling,92,Zahara Street,8r2,Leonard,MI,48038
5854,23751,168626224,Grivet,I,Karmin,589,Reitcmeier Rd,3d0,Panama City,FL,32411
6874,16967,0,Hiren,G,Vanderhamm,674,Tuvan Avenue,2b0,Ransom,KS,67572
6341,25774,768244231,Westerteicher,W,Kengo,487,Moschko Street,6g4,Westminster,MD,21157
9939,9939,0,Mandayam,E,Buky,NA,PO Box 1710,,Christiansted,VI,821
4049,11811,117441778,Luce,F,Thalmann,198,Leatrice Road,0,Baltimore,MD,21264
12729,12729,424882670,Seaver,C,Voge,382,Num Road,1m4,Carolina,PR,628
4792,17898,547785736,P,N,bhia,359,hougoyan Ave,8z4,Haworth,ID,47641
2272,17381,745331580,Fiore,Z,Maller,732,Northdge Street,6f5,West Helena,AR,72390
6644,8113,520626643,mEhart,R,Pcboards,30,Hoernder Rd,4s5,Clifton Forge,VA,24422
3804,16167,555570705,Hus,S,Hindsb,328,Hope St,1m3,Free Union,VA,22940
16560,26071,0,Brasesco,W,Setsuko,739,Herda St,8j1,Middletown,MD,21769
12760,12760,0,Linacre,H,Darwen,202,Dace St,300000,Phoeni,AZ,85062
17922,33335,406720723,Sako,B,Dinges,3,Inmi Street,1h1,Franklin,NH,3235
2132,11978,144100022,Suzane,K,Shupper,676,Longoria Rd,8d8,Providence,RI,2912
13627,25500,621522140,Gaspar,F,Micaela,314,Josi Avenue,7j7,Manchester,NH,3108
14651,14651,762626186,Machtley,S,Carvalho,899,Glind Ave,4f6,Raleigh,NC,27627
11517,11929,175517453,Obenchain,N,nHollins,200,Logelin Rd,4m8,uHmacao,PR,661
814,814,0,Stucke,,Griffiths,616,Ned Avenue,5n3,Greenfield,TN,38230
7203,8543,206051253,Sagers,,Vinkenborg,325,Quantrill Road,1p6,Wakefieeld,RI,2880
14960,34304,363848256,Dobrzykowski,,Langstaff,420,Anvick Ln,4g7,Angie,LA,70467
3809,21719,355215053,Stinger,,Sansoni,705,Audrienne Ln,7j4,Harbeson,DE,19951
15083,15083,0,Yin,,Fratus,318,Crew St,0n6,Charleston,WV,25362
8277,14612,261322331,Untamo,C,Niwen,830,Rarilah Ln,1k1,Valleyford,WA,99036
7920,7920,0,Erbach,,Mahesteri,290,Bern Road,6w5,Tallahassee,FL,32304
18992,27284,0,Lysaght,M,Bolding,352,Macbride Pkwy,7w4,Canton,PA,17724
12983,17846,288605876,Shirlene,H,Simple,840,hNidecker Street,8o2,Shreveport,LA,71134
10139,26887,0,Frisbie,,Tres,451,Gobeli Rd,0p1,Hanover,NH,3756
2924,2924,732543308,Sheridan,N,Euse,871,Nahoko Ave,4u6,Agana,GU,96913
8257,12810,722082506,Bottoli,P,Holness,352,Csldwell Pkwy,8r3,Agana,GU,96915
18360,31053,355171377,Shuman,D,Shioya,935,Gschwind Street,3g4,Riverton,WV,26814
7316,7316,0,Harrold,I,Niedrauer,113,Conradson Rd,8c4,Pinebluff,NC,28373
8056,24103,177054231,Bouis,H,Redman,792,Saulenast Ave,3f2,Odin,MN,56160
10390,18019,147481738,Nikolaus,F,Srtasyszyn,939,Haenggi Street,3m4,Correctionville,IA,51016
18656,33013,187644085,Arterberry,B,Shigiya,569,Ruchel Street,100,Mosby,MO,64073
3781,3781,0,Klappholz,J,Huyvan,457,Cerruti Avenue,2i6,Spring Hope,NC,27882
15883,15883,716663522,Larysa,D,Syd,154,Bade Street,3l8,Wing,AL,36483
8682,9296,0,Jaumin,G,Loughry,218,ertel Road,0d1,Scarville,IA,50473
18597,18597,474206704,Protzer,L,Guid,261,Goel Lane,3b1,Woodworth,ND,58496
7266,20061,464328132,Golden,M,Watabe,72,Straessler St,5f0,Fort Lauderdale,FL,33324
16411,16411,0,Mondschein,M,Ippen,779,Billing Avenue,8o4,Hissop,AL,35081
11374,15827,670471266,Helgesen,K,Dawna,58,Penzo Parkway,2b6,Taylor,AZ,85939
15746,15746,252687604,Jacenta,N,Brunat,358,Southard Rd,0y6,Grant,CO,80448
13877,13877,0,Menkae,,Warnebold,38,Poy Rd,8d4,Beech Grove,AR,72412
1908,1908,115346438,Springs,,Rohiyati,42,Kosufda Ave,2o8,Hainesport,NJ,8036
13058,13058,665215670,Schipper,R,Primavera,197,Pu,0o6,Crowheart,WY,82512
18092,33008,250707501,Swansen,P,Delallee,376,Calahorra Parkway,3s4,Agana,GU,96919
6489,6489,107575322,Marcellin,,Eugenio,855,Duda Pkwy,2s0,Marilla,NY,14102
7438,26936,112820281,Twaalfhoven,,Doerner,17,Petre St,1l4,Matthews,NC,28106
1128,9825,436628288,Chamberlain,,Shaharun,115,Dejong Lane,4r7,Bath,ME,4530
1236,18826,0,Saibal,,Babbie,167,Tomaschko Avenue,5i1,Cowan,TN,37318
13972,13972,317154777,Helt,P,Longstreth,657,Rubetta St,3l6,Higginson,AR,72068
8099,20394,576148670,Amladi,E,Hayatwy,102,Ruane Ave,3y4,South Kent,CT,6785
11018,11188,731480537,Takahito,A,Springer,11,Nelsen Ln,1a0,West Bowdoin,ME,4287
15737,22060,320172215,Mallaghan,,Nico,95,Sammartino Street,1z0,Stewartville,MN,55976
8140,8874,566705772,Nakina,J,Arine,843,Joshuah Pkwy,8n5,Overly,ND,58360
15375,34043,0,Mchugh,A,Jianli,453,Yante Pkwy,3l5,Quebeck,TN,38579
12411,12411,0,Engom,S,Beyer,397,Bollinger St,5n1,Glenwood,IL,60425
8082,17370,708582346,Mynott,U,Berl,21,Hercherh,1s0,Saint Gabtiel,LA,70776
6155,6155,0,Pizzati,D,Byra,793,Eckery Ave,8h8,Brandonville,WV,26523
12956,12956,623231152,Dareen,U,Nyam,18,Rebaleati Road,6n2,Dunellen,NJ,8812
3622,3622,580446548,Shaine,H,Patti,551,Moir St,2v7,Duranglo,CO,81301
1745,1745,836266100,Ealasaid,U,Liau,128,Hasham Parkway,4q3,Hatfield,AR,71945
1170,14194,370186671,Testerman,O,Kummerehl,514,Fransk Street,6v3,Andrews,TX,79714
5102,23418,0,Wilfried,U,Maderas,980,Jivan Lane,3d3,Colbert,WA,99005
16701,16701,0,Wahidah,Z,Perlit,42,Guillermo Avenue,8j6,Vermal,UT,84008
7339,26558,0,Siddell,L,Baud,NA,PO Box 1841,,Chicago,IL,60644
6096,16773,510600312,reglec,Y,Datas,493,Serob,7o7,Barneveld,WI,53507
14008,16282,0,Vyachelsav,D,Roibeux,764,Zambrana Ave,8h5,Boydton,VA,23957
14997,14997,115533066,Enoeda,Y,Hauck,770,Staic Rd,7y8,Lupton City,TN,37351
11825,15416,653588837,Schuil,,Roots,643,Kalt St,6g2,Lizton,IN,46149
11112,11112,650357175,Knopp,,Jesslyn,692,Sutti Ave,6j7,Agana,GU,96913
6756,6756,721843484,Mukund,J,Ulrich,124,Mccloskey Rd,1b8,Spalding,NE,68665
6940,6940,166216461,Dimanno,C,Vardy,307,Silvo Street,6x6,Cottonwood,AL,36320
11616,11616,313351736,Kopitzke,E,Maldonado,951,Pinalez St,4b0,Danielsville,PA,18038
104,104,440713035,Sunaga,O,Arlee,263,Saifullah Road,8u4,Binghamton,NY,13900
3605,3605,648052281,Zerriffi,R,Orth,889,Eschermann Street,2h8,Kinzers,PA,17535
16499,25101,347603354,Contrears,D,Lorene,162,Masjmi Ave,3b6,Rehnolds,VT,68429
13477,13716,555062476,Mehul,Q,Miyauchi,459,Analyn,8g1,West Dover,VT,5356
3248,15209,185256158,Mccaffity,I,Mayorga,697,Metts Ave,5v0,San Diego,CA,92134
13431,23078,0,Yetter,I,Kasmuri,917,Haouas,1p0,Denver,CO,80221
12091,12091,154030701,Bircz,B,Dsouza,202,Brogley St,4n1,Middleburg,FL,32030
7984,24857,620316427,Goold,V,Bint,NA,PO Box 3014,,Honolulu,HI,96815
11847,17675,306262481,Compsto,C,Momon,615,Glusds Ln,5f8,Pine Knot,KY,42635
13662,21009,736071845,Ghidossi,,Goenrer,672,Alissa Ave,5v6,Jonesjborough,TN,37659
6824,22272,0,Meng,A,Kirstyn,36,Yogeswaran Street,6x8,Silver Bay,NY,12874
5373,5373,0,Fisler,D,Calomiti,441,Borremans Avenue,4n8,Indian Mills,WV,24949
19404,19404,0,Gentili,O,Budnick,695,Hooper Ave,2o8,Portsmouth,NH,3804
17206,18633,437822757,A,g,Marryann,768,Blacklock Lane,8m1,Wichita,KS,67205
869,869,0,Shizuyo,U,Viengsom,462,Madden Avenue,6k8,Center Sandwich,NH,3227
4696,17864,0,Tverdoch,A,Goodkin,587,Orel Ave,5f1,Fort Mitcbell,VA,23941
7830,19266,0,Singlar,M,Rabaglia,62,Oriard Street,6t7,aosrae,FM,96944
2207,2207,674785302,Kaiser,N,Wilhelmson,999,Si Pkwy,1a8,Keyser,WV,26726
14119,14119,444632441,Sudeep,N,Gomo,524,Telephone St,5j0,Cotter,AR,72626
16383,16383,0,Armijo,,Leatrice,209,Massey Parkway,3x3,Buolder,CO,80302
8674,25851,713628401,Winslow,B,Ex,897,dAham Street,0g3,Roberdtson,WY,82944
4117,4117,435044568,Anally,O,Haegi,954,Ashla Street,0n8,Reno,PA,16343
3964,3964,477543605,Wray,S,Minshall,526,Thanhhung Avenue,7d5,Shelton,CT,6484
15537,32580,0,Romi,P,Pinton,NA,PO Box 3709,,Pawtucket,RI,2861
19467,19467,406835540,Chere,F,Marjory,824,Theierl Road,0z0,Pineola,NC,28662
3097,15103,706114750,Stamback,V,Roehrig,692,Brattn St,4t0,Kalaupsapa,HI,96742
14370,14370,508678632,Neiwson,D,Mullinix,403,gBonora Parkway,0c3,Huner,ME,67452
11928,11928,636486535,Maickens,C,Leann,508,hishakly St,7m1,xSan Antonio,PR,752
836,19931,480735446,Vicent,Y,Tokiwa,39,Pepper Road,2n2,Christiansted,VI,820
4027,4027,470853327,Cogswell,I,Yechiam,543,Cullum Rd,1q4,Hilo,HI,96721
6033,6033,203107667,Hanne,,Castelblanco,666,Shufrin Lane,70,Bruin,KY,41125
6193,6193,568625657,Karanicolaou,S,Ngai,NA,PO Box 2808,,Travelers Rest,SC,29690
13353,29810,382705170,Broxson,R,Kikuchi,325,Wichman,7l6,South Bend,IN,46618
17827,30091,283463242,Rocchetta,K,Carnes,483,Gama Ln,2i4,Albany,WI,53502
3960,3960,161654308,Zauhar,,Reichle,525,Gershen Rd,5a4,Glenvil,NE,68941
12397,30748,506172042,Salamah,K,Truchet,626,Funakaswa Rd,6u2,Milan,MI,48160
8450,8450,0,Crochard,X,Englehargt,556,Marojn,7l6,Hartford,CT,6160
16978,16978,275507756,Lipscombe,E,Hoffmann,676,Sonia Street,4u8,Osage,WV,26543
12331,26824,737604786,Oxmer,V,Shriram,583,Blaise Ave,3x0,Cambridge,IL,61238
2223,2223,505134884,Diamond,,Robello,148,Peixoto Street,1z5,Burlington,WI,53105
16469,30094,0,Portella,S,Mingli,651,Rapee Rd,8j2,Teton Vilalge,WY,83025
2596,20195,164717318,Kinkoey,Z,Chaiseong,698,Sands,8y4,Hawthorne,NV,89416
17633,17633,204617834,Soehring,D,Zauner,313,Viswa Ln,0n8,Agana,GU,96918
15961,15961,0,Kessell,S,Kachel,183,Garten Lane,5j8,Wayland,OH,44285
11605,25759,646662672,Alexio,,Kesley,150,Vesely Street,0q2,Pierpont,SD,57468
9507,13714,178766080,Manette,,Wachowiak,601,Ogura Street,5u5,Lyndeborough,NH,3082
217,217,612023540,Collaerts,H,Gente,NA,PO Box 166,,Kosrae,FM,96944
1586,1586,0,Stronach,S,Szuecs,NA,PO Box 3920,,Garden Grove,CA,92640
2501,20131,154151075,Bordin,P,Guzzetta,553,Flounders Road,2j4,Rice,WA,99167
10293,10293,712136338,Jerrylee,X,Poesch,156,Cayless,3f1,Stockton,CA,95207
7034,8082,0,Heide,W,Rafi,16,Gamarnik Ave,6s4,Summersville,WV,26651
10818,10818,255215061,Nabsiah,D,Waltreus,515,Pollock St,3g1,Los Angeles,CA,90097
18072,18072,445785178,Jagath,P,Fritze,973,Nira Avenue,0i7,Boley,OK,74829
2272,18161,785531580,Fiore,Z,Maller,738,Northedge Street,6f5,West Helena,AR,72390
925,4151,0,Scheppner,,Wilhelmson,150,Bevington,6z3,Mineral Point,WI,53565
12608,24063,426255687,Shaylah,N,Personna,301,Blinnie St,1y0,Newark,NJ,7192
15754,33924,641547657,Kemme,H,Sipiere,757,Ewards St,5r5,Pinon,NM,88344
11051,11051,565162614,Alag,P,Olympie,741,Pettijohn Ave,5t1,Tucson,AZ,85714
192,2252,246252567,Foods,U,Paulin,NA,PO uBox 2255,,Winslow,AZ,86047
17000,17000,0,Bienski,,Bugot,558,Thaxter Pkwy,500000,Almond,NY,14804
12235,23105,258250587,Alexan,S,Orleman,945,Heyde Street,6t5,Culleoka,TN,38451
1832,1832,0,Flesher,,Seamark,938,Huehn Rd,1y6,Walsh,CO,81090
9784,13819,148365481,Straka,I,Mehlhaff,350,Jazo Lane,4b5,Guaynabo,PR,657
15424,21406,626386323,Mykkanen,X,Celestia,770,Maison Lane,3y1,Los Angeles,CA,90073
8806,8806,0,Seager,,Bickert,870,Ghavam Lane,0h6,Bowling Green,FL,33834
5951,12013,776038263,Lasse,F,Poeschinger,410,Amelie St,0f8,Sparks,NV,89433
6962,6962,247880300,Ronstadt,X,Maibauer,319,Hertl Ave,6p1,Washington,DC,20230
7714,7714,377207611,Yearell,A,Lafirenza,NA,PO Box 4697,,Gays,IL,61928
7100,25163,0,Benedicto,,Pelfresne,267,Marfoni St,3y0,Milladore,WI,54454
1835,1835,567018641,Maikhanh,,Gabby,148,Adriane Ave,8i2,Winthrop,ME,4364
5854,12601,138626624,Grivet,I,Karmin,189,Retmeier Rd,3d0,Panama City,FL,32411
2955,2955,0,Blanchette,O,Odwyer,691,Triggs,1l3,Mystic,CT,6355
5476,5476,102578683,Stempel,W,Semeniuk,576,Wecksung Street,5l1,Silver City,NM,88062
17580,17580,461411751,Kuay,,Zirbel,926,Colp,1t8,Casian,MI,49915
3496,15883,628703427,Kniffin,D,Nadezda,NA,PO Box 4426,,Agana,GU,96913
3501,19021,773867573,Alwhyn,S,Dahai,86,Sueling Avenue,3m1,La Luz,NM,88337
8562,14002,510826028,Onett,,Bergeman,715,Niklas Rd,2v1,Mapleville,RI,2839
9631,9631,0,Fahy,P,Terrasi,68,Meredith Lane,2p8,Loco Hills,NM,88255
7159,7370,0,Creswell,,Craft,766,Deirdre Pkwy,4a5,Huger,SC,29450
14777,27687,770156843,Herrud,,Bettcher,98,illespy Street,8c8,Youngsftown,OH,44599
8479,8479,514825143,Dowker,I,Lampe,399,Balmonte Avenue,3a2,Lupton City,TN,37351
1691,1691,384301533,Giarratano,O,Gisella,970,Vriend Parkway,0v2,Roy,NM,87743
9709,11988,482731184,Caredoni,G,Gurjit,753,Klaaver Rd,1d5,Murfreesboro,TN,37129
6867,21810,0,Azra,X,ame,300,Cashion,5m1,Greensburg,OH,44232
14239,25155,306563008,Santini,Q,Kehayas,726,Heinemann Road,0f7,Hissop,AL,35081
