CUID,RUID,SSN,first name,middle initial,last name,street number,street name,apartment number,city,state,zipcode
944,944,0,Jacobs,S,Leticia,743,Veradis Avenue,4v8,Arlington,VA,22213
946,12172,0,Masters,M,Sasiah,128,Pirtle Pkwy,1u7,Metairie,LA,70010
946,7120,0,Masters,M,Samsiah,128,Pirtle Pkwy,1u7,Metairie,LA,70010
946,946,0,Masters,M,Samsiah,128,Pirtle Pkwy,1u7,Metairie,LA,70010
949,949,0,Hiu,Z,Cecilia,96,Kitaoka Road,2.00E+05,Lawton,OK,73506
950,2245,221213832,Sezaki,,Hallager,549,Aparo Rd,3q1,Blue Earth,MN,56013
950,950,221213832,Sezaki,,Hallager,549,Aparo Rd,3q1,Blue Earth,MN,56013
952,10624,718445744,Zochee,E,Sprigings,492,Zampell St,7l7,San Juan,PR,936
952,952,218445746,Zocher,E,Sprigings,492,Zampell St,7l7,San Juan,PR,936
954,9921,421454232,Kristos,,Herncnay,273,Ambrus St,6c2,Decatur,NE,68020
954,11833,421454232,Kristos,,Hernday,773,Ambrus St,6c2,Decatur,NE,68020
954,954,421454232,Kristos,,Hernday,273,Ambrus St,6c2,Decatur,NE,68020
957,18934,0,Sheivkh,I,Ailis,820,Semler St,6t4,Hanapepe,IL,96716
957,18639,0,Sheikh,I,Ailis,820,Semler St,6t4,Hanapepje,HI,96716
957,957,0,Sheikh,I,Ailis,820,Semler St,6t4,Hanapepe,HI,96716
960,960,0,Pugliese,E,Iwao,302,Stee Ave,7u4,Kingsville,MD,21087
961,961,0,Grauberger,P,Kumaresan,929,Mcintire Street,1l2,North Adams,MI,49262
962,962,0,Agro,F,Dinnie,297,Lapklante Rd,2x1,Everson,WA,98247
962,14871,0,Agro,m,Dinnie,295,Laplante Road,2x1,Everson,WA,98247
962,11877,0,Agro,F,Dinnie,297,Laplante Road,2x1,Everson,WA,98247
965,19768,670360776,eaple,Z,Sheidafar,87,Shams Lane,2k4,Providence,RI,2912
965,965,670360776,Yeaole,Z,Sheidafar,87,Shams Lane,2k4,Providence,RI,2912
965,12498,670360776,Yeaple,Z,Sheidafar,87,Shams Lane,2k4,Providence,RI,2912
968,968,406105514,Squire,Z,Jeffy,310,itzie Rd,7k6,Flying H,NM,88322
968,20211,406105514,Squire,Z,Jeffy,310,Mitzie Rd,7k6,Flying H,NM,88322
970,970,614638108,Dlorolice,H,Sachi,1000,Fetra Rd,4c0,Deansboro,NY,13328
970,13942,614668504,Dorolice,H,Sachi,1004,Fetra Rd,4c0,Deansboro,NY,13328
970,13324,614608104,Dorolice,H,Sachi,1000,Fetra Rd,4c0,Deansboro,NY,13328
973,973,208522485,Dalecio,Q,Margit,515,Lavarias Avenue,8x0,Greensboro,NC,27412
973,8551,208522485,Margi,Q,Dalecio,515,Lavarias Avenue,8x0,Greensboro,NC,27412
973,13274,208522485,Margi,Q,Dalecio,515,Lavarias Avenue,8x0,Greensboro,NC,27412
976,5828,127523151,Shetlder,,Stilp,73,Haeuhssler Road,0v5,Anawalt,WV,24808
976,10043,127523151,Shetler,,Stilpn,73,Haeussler Rd,0v5,Anawalt,WV,24808
976,976,127523151,Shetler,,Stilp,73,Haeussler Road,0v5,Anawalt,WV,24808
979,979,621217640,Alidia,,Osami,73,Moghe,2d3,Agana,GU,96913
979,14576,621217640,Alidia,,Osami,73,Moghe,2d3,Agana,GU,96913
981,981,653271863,Gonze,g,Whitenett,41,Trisko Ln,8u2,Granite Canon,WY,82059
981,16425,653271863,Gonze,M,Whitenett,441,Trisko Ln,8u2,Granite Canon,WY,82059
983,13853,323847724,Charbonnier,R,Suen,202,Dugre Avenue,0s7,Bowling Green,KY,42101
983,983,323847724,Charbonnier,R,Suen,202,Dugre Avenue,0s7,Bowling Green,KY,42101
985,13612,557317746,Maillart,S,Henger,127,yHeinsen Street,0y8,gBoise,ID,83703
985,985,557317746,Maillart,S,Henger,127,Heinsen Street,0y8,Boise,ID,83703
987,987,775556546,Aceo,B,Markovic,28,Chames,7u5,Fordyce,AR,71742
987,7383,775556546,Ace,B,Markovic,183,Stemp Avenue,1z0,Fordyce,AR,71742
987,8043,775556546,Ace,B,Markovic,183,Stemp Avenue,1z0,Fordyce,AR,71742
990,4205,247241806,Recycling,A,Diakakis,241,ecourcey Road,1u6,Loiwell,IN,46399
990,990,247241806,Recycling,A,Diakakis,241,Decourcey Road,1u6,oLowell,IN,46399
990,14992,247241806,Recycling,A,Diakakis,241,Decourcey Road,1u6,Lowell,IN,46399
993,993,627283861,Gannot,U,Chinglong,680,Mccord Lane,3v0,Canton,MI,48188
993,15162,627283861,Gannot,U,Chinglong,680,Mccord Lane,3v0,Canton,MI,48188
995,20400,785571631,Bolinder,,Indovina,502,Hak Road,1d7,allace,ID,83873
995,995,785571631,Bolinder,,Indovina,562,Hak Road,1d7,Wallace,ID,83873
997,997,0,Crabtree,F,Shired,350,Kristof Ave,7o2,Milwaukee,WI,53224
997,4649,0,Crabtree,F,Shired,,PO Boxv 2337,,Milwaukee,WI,53224
997,2210,0,Crabtree,F,Shired,,PO Box 2337,,Milwaukee,WI,53224
1000,1000,562087578,Vanity,R,Waltreus,64,Zahava,0q8,South Freeport,ME,4078
1001,1001,421881587,Aidan,E,Carnes,525,Pol Rd,1h0,Blue Ball,PA,17506
1002,2729,242362083,Dresch,K,Konoftrti,,POu Box 473,,Austin,PA,16720
1002,1002,242362083,Dresch,K,Konforti,,PO Box 473,,Austin,PA,16720
1002,16021,242362083,Dresch,K,Konforti,,PO Box 473,,Austin,PA,16720
1005,1005,0,Bobby,,Axelrod,791,Spenser Street,5b2,Coalton,OH,45621
1005,6147,0,Bobby,,Axelrod,791,Spenser Street,5b2,Coalton,OH,45621
1005,7291,0,Bobby,,Axelrod,791,Spenser Street,5b2,Coalton,OH,45621
1008,1008,740257730,Clarene,,Tewodros,351,Lingtao Road,7b2,Pinetop,AZ,85935
1009,20608,0,Buerkle,Z,Kiyomitsu,528,Gibod Ave,4k2,Oyster,VA,23419
1009,1009,0,Buerkle,Z,Kiyomitsu,745,Panzer Rd,1l0,Oyster,VA,23419
1011,12926,0,Ramaprakash,P,Fella,618,Hogshead Street,1q0,olton,SD,57018
1011,1011,0,Ramaprakash,P,Fella,618,Hogshead Street,1q0,Colton,SD,57018
1013,1013,375113423,Yoshizu,S,Sydney,464,Giannetti Lane,4b1,Richards,MO,64778
1014,1014,540265242,Hallstein,G,Keifer,583,Marcantonio Street,5b8,Glen Elder,KS,67446
1015,6345,756405855,Sherye,W,Giuliana,685,Jardn Avenue,7v1,Troy,MT,59935
1015,12179,756405855,Sherye,W,Giuliana,685,Jardin Avenue,7v1,Tryo,MT,59935
1015,1015,756405855,Sherye,W,Giuliana,685,Jardin Avenue,7v1,Troy,MT,59935
1018,1018,641283011,Shiva,O,Lafuente,831,Bestgen Avenue,0.00E+00,Christiansted,VI,820
1019,2040,265074334,Malyszka,H,Cockburn,306,Ruqiang St,3j4,Davant,LA,70046
1019,1019,265074334,Malysizka,H,hxoey,308,Ruqiang St,3j4,Davant,LA,70046
1019,4743,265074334,Malyszka,H,Cockburn,308,Ruqiang St,3j4,Davant,LA,70046
1022,8038,0,Daugirda,J,Mitsutoshi,493,Colling Lane,4a0,Shaftsbury,VT,5262
1022,7912,0,Daugirda,J,Mitsutoshi,467,Juereme Road,7k6,Kosrae,FM,96944
1022,1022,0,Daugirda,J,Mitsutoshi,469,Jereme Road,7k6,Kosrae,FM,96944
1025,1025,0,Seelan,U,Talin,117,Fucetola Rd,5r3,Cogswell,ND,58017
1026,1026,266252618,Clarice,s,Preti,816,Kaesvtle Avenue,7y6,sAlmyra,AR,72003
1026,14754,266252618,Clarice,D,Preti,810,oKaestle Av,7y6,Almyra,AR,72003
1026,20380,266252618,Clarice,D,Preti,816,Kaestle Avenue,7y6,Almyra,AR,72003
1029,8580,101152148,iRcou,H,Stabnow,368,Vangelder Road,0c4,Washington,DC,20231
1029,1694,101152148,Ricou,H,Stabnow,368,Vangelder Road,0c4,Washington,DC,20231
1029,1029,101152148,Ricou,H,Stabnow,368,Vangelder Road,0c4,Washington,DC,20231
1032,1032,166066026,Nightingale,H,Inn,,PO Box 86,,Nashville,TN,37218
1033,1033,0,Raber,M,Winsor,162,Boeff Avenue,7a0,Montgomery,AL,36136
1034,1034,0,Bost,V,Fitzmorris,634,Horowitz Parkway,8g7,Montpelier,ND,58472
1035,1035,431060724,Nauka,C,Tancrell,865,Nitschky,2l3,Little Mountain,SC,29075
1036,1036,347067688,Ochoa,A,Banner,593,Hil St,2r1,Bridgeport,CT,6604
1037,1037,0,Nieuwenhuijzen,T,Redeker,153,Morissa Rd,1c5,Eden,VT,5653
1038,1038,0,Wastro,,Ellard,,PO Box 4337,,waint Regis,MT,79866
1038,19034,0,qastro,,Ellard,,PO Box 4337,,Saint Regis,MT,59866
1038,14491,0,Wastro,,Ellard,,PO Box 4337,,Saint Regis,MT,59866
1041,1041,765500805,Fuminobu,,Beals,136,Maskery Ave,4v7,Santaquin,UT,84655
1042,16698,0,ySeery,,Martindale,,PO Box 4100,,Norma,NJ,8347
1042,1042,0,Seery,,Martindale,,PO Box 4100,,Norma,NJ,8347
1044,1044,102123773,Haouas,,Nady,211,Pankhurst Rd,8d4,West Kingston,RI,2892
1045,1045,642014882,Duijshart,R,Sheffield,601,Lakhdar Pkwy,1a8,Clemson,SC,29634
1045,14431,642014882,Duijshart,R,Sheffield,401,Lakhdar Pkwy,1a8,Clemson,SC,29634
1045,13175,642014882,Duijshart,R,Sheffield,401,Lakhdar Pkwy,1a8,Clemson,SC,29634
1048,3669,721812668,Suharly,E,Koi,455,Suresh Rd,2u0,Aguadiola,PR,604
1048,12155,721112661,Suharly,E,Koi,455,Suresh Rd,2u0,Augadilla,PR,604
1048,1048,721812668,Suharly,E,Koi,455,Suresh Rd,2u0,Aguadilla,PR,604
1051,15765,0,Esi,I,Waites,527,Twist Road,8t6,Saulsbuy,ME,38067
1051,1051,0,Esi,I,Waites,627,Twist Road,8t6,Saulsbury,TN,38067
1051,19068,0,Esi,I,Waites,527,Twist Road,8t6,Saulsbury,TN,38067
1054,1054,215086746,Edithe,M,Bedah,615,Huestis Rd,4f3,Elysian,MN,56028
1055,1055,0,Diogo,,Lana,820,Lepan Pkwy,4p8,Provo,UT,84603
1056,8731,0,Lisherness,E,Sandin,268,Bernatos Ln,8b0,Quebradillas,PR,742
1056,16834,0,Lisherness,E,Sandin,258,Bernatos Ln,8b0,Quebradillas,PR,742
1056,1056,0,Lisherness,E,Sandin,258,Bernatos Ln,8b0,Quebradillas,PR,742
1059,2024,208381013,Gangnes,,Brannon,35,Hindagolla,5b2,Tacoma,WA,98409
1059,4194,208381013,Gangnes,,Brannon,407,Kaulfuss Avenue,6r2,Bouoder,CO,80314
1059,1059,208381013,Gangnes,,Brannon,407,Kaulfuss Avenue,6r2,Boulder,CO,80314
1062,1062,616632156,Zulkifli,A,Tsunemori,307,Dibenedetto Rd,2o8,Colstrip,MT,59323
1063,1063,348256451,Saryumi,O,Roshelle,133,Elfrida Street,7y4,Saint Louis,MO,63111
1064,1064,587112338,Steph,K,Sibold,342,Osorno Ave,0j1,Wilmington,DE,19891
1065,1065,512112388,Wadsley,,Bary,675,Szajek Ave,6o1,Charlotte Amalie,VI,804
1066,13441,160601163,Piot,O,Ohsie,122,Ingaba,6d2,Dowelltown,TN,37059
1066,15482,160601565,Piot,O,Ohsie,125,Ingaba,6d2,Dowelltown,TN,37059
1066,1066,160601163,Piot,O,Ohsie,125,Ingaba,6d2,Dowelltown,TN,37059
1069,1069,626460108,Fnshback,R,Ashu,78,Maniam Street,6w3,Sudan,TX,79371
1069,17493,626460108,Fishback,R,Ashu,78,Maniam Street,6w3,Sudan,TX,79371
1071,1071,726461372,Zainab,X,Luhcs,634,Majette Rd,1g0,Peach Creek,WV,25639
1071,8176,726461372,Zainab,X,Luhcs,634,Majette Rd,1g0,Peach Creek,WV,25639
1073,1073,304320322,Mcconaghay,E,Schoolman,689,Gla,0b5,Littletonn,CO,80223
1073,14112,304320322,Mcconaghay,E,Schoolman,689,Gla,0b5,Littleton,CO,80123
1075,1075,388433873,Einarsen,O,Kitani,112,xalborn Parkway,7t7,Rising City,GU,68658
1075,14740,388433873,Einarsen,O,Kitani,112,Walborn Parkway,7t7,Rising City,NE,68658
1077,1077,335511175,Masuda,U,Diegelman,594,Jamsan St,1k3,Gracey,KY,42232
1077,17823,335511175,Masuda,U,Diegelman,594,Jaman St,1k3,Gracey,KY,42232
1079,5750,0,Asnat,U,Supnet,575,Specter Ave,4p3,Montchanin,DE,19710
1079,18158,0,Asnat,U,Supnet,575,Specter Ave,4p3,Montchanin,DE,19710
1079,1079,0,Asnat,U,Supnet,575,Specter Ave,4p3,Montchanin,DE,19710
1082,5747,0,Storch,T,Sukku,729,Celinda Road,7v4,Lexington,TN,38351
1082,3920,0,Sorch,T,ukku,729,Celinda Road,7v4,Lexington,TN,38351
1082,1082,0,Storch,T,Sukku,729,Celinda Road,7v4,Lexington,TN,38351
1085,19914,0,Tamarha,B,thera,474,Auberta Road,8f7,Ripon,WI,54971
1085,13098,0,Tamara,B,Cafe,,PO Box 2156,,Rpion,WI,54971
1085,1085,0,Tamara,B,Cafe,,PO Box 2156,,Ripon,WI,54971
1088,1088,207253166,Verdier,,drozier,962,Ywa Avenue,0k6,Cruz nBay,VI,831
1088,1493,207253166,Verdier,,Crozier,962,Yae Avenue,0k6,Cruz Bay,VI,831
1088,18552,207253166,Verdier,,Crozier,962,Yaw Avenue,0k6,Cruz Bay,VI,831
1091,1091,0,Kirfman,K,Isako,524,Sheilakathryn Avenue,4d6,Bloomfield,IA,52537
1092,1092,652306817,Fatin,,Musripah,351,Derock Road,7k8,Rio Grande,PR,745
1093,1093,0,Auria,F,Benaissa,955,Dolf Parkway,0c4,Mullins,SC,29574
1094,1094,568675364,Dacasin,I,Venkata,160,Bratusa Avenue,5b1,Atlanta,ID,83601
1094,11903,568675364,Dacasin,I,Venkata,150,Bratusa Avenue,5b1,Atlanta,ID,83601
1096,14128,285341463,Muise,,Kuroki,677,Vinnell St,8y2,Greenwiew,IL,62642
1096,20244,285341463,Muise,O,Kuroki,677,Vinnell St,8y2,Greenview,IL,62642
1096,1096,285341463,Muise,O,Kuroki,677,Vinnell St,8y2,Greenview,IL,62642
1099,18794,677717627,Embray,U,Henell,,PO Box 1780,,Granite Quarry,NC,28072
1099,1099,377717027,Embray,U,Henell,,PO Box 1780,,Granite Quarry,NC,28072
1101,19178,170467474,Quartermain,R,Liebhaber,636,Lensing Avenue,6d0,Media,PA,19086
1101,1101,170467474,Quartermain,R,Liebhaber,636,Lensing Avenue,6d0,Media,PA,19086
1103,1103,100227633,Beninga,L,Dewaldt,703,Enderton Avenue,1j3,Bridgeton,NJ,8302
1104,4332,537571150,Rejane,R,Phalpher,930,Gnaedinger St,2f7,Benson,MD,21018
1104,1104,537571150,Rejane,R,Phalpher,930,Gnaedinger St,2f7,Benson,MD,21018
1106,1106,160665670,Lyndsey,,Miryam,425,Hauerstock Street,6g7,Wickatunk,NJ,7765
1107,1107,446825103,Hit,V,Medria,899,Spindler Lane,1d4,Hazelhurst,WI,54531
1108,13252,0,Teetel,U,Mork,854,Ishiyama Road,1n5,Washington,DC,20035
1108,1108,0,Teetzel,U,Mork,854,Ishiyama Road,1n5,Washington,DC,20035
1108,10636,0,Teetzel,U,Mork,854,Ishiyama Road,1n5,Washington,DC,20035
1111,1111,0,Ptesslauer,X,Dolley,382,Chiavaroli Ave,3j8,Lincoln,ME,4457
1111,5737,0,Presslauer,X,Dolley,332,Chiavaroli Ave,3j8,Lincoln,ME,4457
1111,15051,0,Presslauer,X,Dolley,382,Chiavaroli Ave,3j8,Lincoln,ME,4457
1114,1114,580075155,Soderberg,X,Bottazzi,,PO Bob 3705,,Motnezuma,IN,47862
1114,3897,580075155,Soderberg,X,Bottazzi,,PO Box 3705,,Montezuma,IN,47862
1116,19381,406848502,Darren,,Naumann,958,Tarus Rd,0p1,Maryville,TN,37803
1116,8248,401848502,Darren,,Nraumann,948,Tarus Road,0p1,jaryville,TN,37803
1116,1116,406848502,Darren,,Naumann,958,Tarus Road,0p1,Maryville,TN,37803
1119,4638,480681113,Hirschmueller,,Mansali,80,Ngcahi Road,7s1,Lexington,KY,40544
1119,1119,480681113,Hirschmueller,,Mansali,80,Ngachi Road,7s1,Lexington,KY,40544
1121,1121,0,Trimber,W,Marchal,574,Broch St,8j8,Dorcas,WV,26835
1122,8421,0,Shelagh,O,Hoof,518,Maid Street,7t0,Clintonville,WV,24928
1122,1122,0,Shelagh,O,Hoof,518,Maid Street,7t0,Clintonville,WV,24928
1124,1124,0,Morissette,J,Hartgrove,291,Morillpon Street,7y6,Hillsboro,NM,88042
1124,6342,0,Morissette,J,Hartgrove,291,Morillon Street,7y6,Hillsboro,NM,88042
1124,1538,0,Morissette,J,Hartgrove,291,Morillon Street,7y6,Hillsboro,NM,88042
1127,1127,0,Quintina,B,Hublou,90,Kinnie,8j5,Cameron,NC,28326
1128,12731,436628288,Chamberlian,,Shaharun,715,Dejong Lane,4r7,Bath,ME,4530
1128,1128,136627288,Chamberlain,,Shaharun,165,Dejon Ln,4r7,Baht,ME,4530
1128,9825,436628288,Chamberlain,,Shaharun,115,Dejong Lane,4r7,Bath,ME,4530
1131,7582,513058538,Swinney,P,Basse,766,aRedah Rd,0s2,Weklsboro,PA,16901
1131,1131,513058208,Swinney,P,Basse,706,Raedah Road,0s2,Wellsboro,PA,16901
1131,8734,513058538,Swinney,P,Basse,706,Raedah Road,0s2,Wellsboro,PA,16901
1134,1134,532862533,Reiley,Q,Zeimet,326,Genevi Street,6i5,Agana,GU,96921
1135,13767,178775087,Kener,D,Bronner,189,Walborn St,6f8,Islesboro,ME,4848
1135,20139,178775087,Kender,D,Bronner,189,dalborn St,6f8,Islesboro,ME,4848
1135,1135,178775087,Kender,D,Bronner,189,Walborn St,6f8,Islesboro,ME,4848
1138,1138,0,Rawnoi,A,Broa,596,Nissen Street,5u3,Burr Hill,VA,22433
1139,1139,613415665,Poma,U,Nankivil,897,Rumpler Rd,2d6,Snow Lake,AR,72379
1140,1140,313721414,Echizenya,B,Fever,569,Peil Avenue,4v6,Riverside,RI,2915
1140,8500,313721414,Echizenya,B,Fever,469,Peil Avenue,4v6,Riverside,RI,2915
1140,20494,313721414,Echizenya,B,Fever,569,Peil Avenue,4v6,Riverside,RI,2915
1143,1143,514616026,Manoel,R,Karuishi,234,Kaminah Street,0i3,Kaycee,WY,82639
1144,1144,666564378,Chiovari,Z,Wile,389,Rosenkranz Ln,4t0,Rollinsford,NH,3869
1145,1145,141888033,Devra,,Takato,262,Torrell St,8p7,Washington,DC,20047
1146,1146,753541823,Zmak,Q,Matsuari,521,Femke Ave,7y0,Dupree,SD,57623
1147,1147,0,Fouche,F,Mcjunkin,675,Romolo Road,5z0,Washington,DC,20422
1148,8833,414653510,Zimmerman,,Ugarte,33,Combaz Ln,0t0,Springfield,IL,62700
1148,1148,414653030,Zimmerman,,Ugarte,933,Combaz Ln,0t0,Springfield,IL,62700
1150,1150,433741518,Butchers,M,Mistrulli,709,Murphrey Avenue,2y6,Pickering,MO,64476
1151,1151,237382523,Reynard,H,Bouzon,721,Domas Street,2b7,Reno,NV,89509
1152,1152,0,Simoes,,Bergstresser,191,Steveson Street,4r4,Las Vegas,NV,89112
1153,1397,382822414,Patricot,H,Eaki,880,Pratap,5y0,Grantsville,UT,84029
1153,1153,382822414,Patricot,H,Eakin,880,Pratap,5y0,Grantsville,UT,84029
1155,1155,0,Stugelmeyer,,Vanasse,22,Dirienzo Street,3h4,Penasco,NM,87543
1155,6091,0,Stugelmeyer,,Vanasse,22,Dirienzo Street,3h4,Penasco,NM,87543
1157,1157,0,Ugnon,C,Junina,,PO Boxl 1909,,Almont,CO,81210
1157,5758,0,Ugnon,C,Junina,,PO Box 1909,,lmont,CO,81210
1157,16567,0,Ugnon,C,Junina,,PO Box 1909,,Almont,CO,81210
1160,1160,660804124,Mears,V,Sneade,376,Osama Ave,7n5,Cut Bank,MT,59427
1161,1161,0,Shreiner,W,Mavrakis,737,Eloisa St,2o6,Tulelake,CA,96134
1161,16447,0,Shreiner,W,Mavrakis,,PO gox 3330,,Ottumwa,IA,52501
1161,20457,0,Shreiner,W,Mavrakis,,PO Box 3330,,Ottumwa,IA,52501
1164,20819,0,Lamin,,Collins,519,Arva Street,6i8,Wilmingotn,NC,28403
1164,1164,0,Lamin,,Collins,519,Arva Street,6i8,Wilmington,NC,28403
1166,1166,0,Garibaldi,J,Schuberth,919,Gateau Street,6g8,Zephyr,TX,76890
1167,1167,0,Penfield,,Edinbourg,266,Muhlestein Rd,6c7,Charlotte Amalie,VI,803
1167,12277,0,Penfield,,Edinbourg,268,Muglestein Rd,6c7,Chatlotte Amalie,VI,803
1167,5225,0,Penfield,,Edinbourg,268,Muhlestein Rd,6c7,Charlotte Amalie,VI,803
1170,1170,370186671,Testerman,O,Kummerehl,514,Fransk Street,6v3,Andrwes,TX,79714
1170,14194,370186671,Testerman,O,Kummerehl,514,Fransk Street,6v3,Andrews,TX,79714
1170,6915,370186671,Testerman,O,Kummerehl,514,Fransk Street,6v3,Andrews,TX,79714
1173,12307,0,Cyndie,U,Intire,113,Toniutti St,5y0,Honolulu,HI,96819
1173,1173,0,Cyndie,U,Intire,113,Toniutti St,5y0,Honolulu,HI,96819
1173,6218,0,Cyndie,U,Intire,113,Toniutti St,5y0,Honolulu,HI,96819
1176,1176,0,Bahgat,A,Lancialonga,803,Manvieu Pkwy,1a3,Dania,FL,33004
1177,1177,612651251,eLmke,S,Newel,,PO Box 381,,West Palm Beach,FL,33418
1177,7269,612651251,Lemke,S,Newel,,PO Boc 381,,West Palm Beach,FL,33418
1177,13752,612651251,Lemke,S,Newel,,PO Box 381,,West Palm Beach,FL,33418
1180,1180,484704012,Mumthaj,,Guglielmo,137,Yeas Rd,7p2,Detroit,MI,48201
1180,10136,484704012,Mumthaj,,Guglielmo,137,Yeats Rd,7p2,Detroit,MI,48201
1182,13954,470784557,Neil,V,Daiao,410,Kessiah,0y4,Dermott,AR,71638
1182,6758,470784557,Neil,V,Damiao,410,Kessiah,0y4,Dermott,AR,71638
1182,1182,470784557,Neil,V,Damiao,410,Kessiah,0y4,Dermott,AR,71638
1185,6800,375671280,Winglnu,H,Gladisse,650,naznah Ave,0u5,oeopolis,NH,54948
1185,19107,375611250,Winglun,H,Gladisse,196,Kbes Pkwy,6g4,Milwaukee,NC,27854
1185,1185,375671280,Winglun,H,Gladisse,950,Maznah Ave,0u5,Leopolis,WI,54948
1188,18399,541765181,Aebi,O,Papadopoulos,700,Kok Pkwy,0j4,Cente rConway,NH,3813
1188,1188,541660181,Aebi,O,Papadopoulos,770,Emelie Pkwy,8y7,Center Conway,NH,3813
1188,9935,541660181,Aebi,O,Papadopoulos,700,Kok Pkwy,0j4,Center Conway,NH,3813
1191,1191,786366714,Glendora,H,Sost,,PO Box 312,,Honolulu,HI,96843
1192,20209,280818445,Hashmi,I,Smelek,527,Ul Street,8w2,Bloomfield,NM,87413
1192,8019,280818445,Hashmi,I,Smelek,527,Ul Street,8w2,Bloomfield,NM,87413
1192,1192,280818445,Hashmi,I,Smelek,527,Ul Street,8w2,Bloomfield,NM,87413
1195,15307,353285011,Larese,U,Verdonselli,214,Bonnafousn Lane,3g8,Wesley,AR,72773
1195,1195,453280011,Larese,U,Verdonselli,294,Bonnafous Lane,3g8,Wesley,AR,72773
1197,1197,644183771,Delneste,F,Maciga,828,Artaud Ave,7r7,Fort Washakie,WY,82514
1198,1198,674735778,Cobarruviaz,I,Marseglia,789,Stude Lane,3c8,Collinsville,OK,74021
1199,1199,578272444,Moshtagh,,Lanny,251,Ahziaaa Ln,0t7,Charleston,WV,25300
1199,5199,538232444,Moshtagh,,Lanny,251,Ahziasa Lane,0t7,Charleston,WV,25300
1199,1549,578272444,Moshtagh,,Lanny,251,Ahziasa Lane,0t7,Charleston,WV,25300
1202,1202,0,Rasper,P,Austine,576,Thambusamy St,7m6,Columbia,SC,29227
1203,10983,472765814,Wallach,Q,Jovan,823,Cubillo Road,1m6,Sain Paul,MN,55164
1203,18142,472765814,Wallach,Q,Jovan,823,Cubillo Road,1m6,Saint Paul,MN,55164
1203,1203,472765814,Wallach,Q,Jovan,823,Cubillo Road,1m6,Saint Paul,MN,55164
1206,6566,161617541,Rnashcroft,U,Ciric,432,Gunter Street,4q4,Tivertoh,RI,2878
1206,1206,161617541,Rnashcroft,U,Ciric,432,Gunter Street,4q4,Tiverton,RI,2878
1208,1208,0,Iaquinto,,Diebel,600,Debasish Ave,5h3,Des Moines,IA,50947
1209,1209,0,Moulden,E,Rainsforth,882,Unsworth Avenue,4w1,Ellendale,DE,19941
1210,2074,475146572,Behan,U,Montanez,528,Tomasina Street,8g6,Sardinia,SC,29143
1210,1210,475146572,Behan,U,Montanez,528,Tomasina St,8g6,Sardinia,SC,29143
1210,3043,475146572,Behan,U,Montanez,528,Tomasina Street,8g6,Sardinia,SC,29143
1213,11610,771235837,gStan,R,Johny,136,Allene Road,5r2,Liherty,NC,27298
1213,1213,761255837,Stan,R,Johny,136,Allene Road,5r2,Liberty,NC,27298
1215,1215,157753186,Kisling,U,Parkinson,67,Livia Road,3m7,Moroni,UT,84646
1215,4431,353703686,Kisling,U,Parkinson,,PO Box 2720,,Mooni,UT,84646
1215,17365,357753686,Kisling,U,Parkinson,,PO Box 2720,,Moroni,UT,84646
1218,3998,377401475,Banzhaf,,Pookie,239,Stiglitz Road,6l1,Bullhead City,AZ,86430
1218,1218,377401477,Banzhaf,,ookie,204,Maas Parkway,5p2,Pinetopd,NC,27264
1218,16960,377401477,Banzhaf,,Pookie,239,Stiglitz Road,6l1,Bullhead City,AZ,86430
1221,10680,0,Dresselhaus,E,Luczyk,97,Gawronski Pkwy,6a4,Parkagonah,UT,84760
1221,1221,0,Dresselhaus,E,Luczyk,97,Gawronski Pkwy,6a4,Paragonah,UT,84760
1223,1223,346387542,Parkin,R,Laraine,111,Loera Rd,2k4,Clifton,WV,25237
1224,4916,0,Hasso,I,Buch,408,Zollin Ln,7q8,Peocs,NM,87552
1224,17493,0,Hasso,I,Buch,408,Zollin Ln,7q8,Pecog,NM,87552
1224,1224,0,Hasso,I,Buch,408,Zollin Ln,7q8,Pecos,NM,87552
1227,1227,0,Riudisill,L,Gaensslen,242,Antisdel St,2d6,Koseae,FM,96944
1227,3548,0,fRudisill,L,Gaensslen,342,qAntisdel St,2d6,Kosrae,FM,96944
1227,16277,0,Rudisill,L,Gaensslen,242,Antisdel St,2d6,Kosrae,FM,96944
1230,20087,518164314,Chesteen,C,Yogi,68,Peuntes Avenue,0j4,Ringgoldt,VA,24586
1230,1230,518164314,Chesteen,C,Yogi,972,Schmickl Road,5a7,Cody,WY,82415
1232,9274,573604465,Kirady,,Darrol,141,Veale Lane,3g7,Des Moines,IA,50936
1232,1232,573603445,Kirady,,Darrol,911,Ratkovic Ave,0y0,Des Mpines,IA,50936
1232,3022,573604465,Kirady,,Darrol,141,Veal Lane,3g7,Des Moines,IA,50936
1235,1235,260474455,Rathanasamy,F,Inhofe,135,Jarrett Ave,2a5,Casar,NC,28020
1236,1236,0,Babbie,,Saibakl,167,Tomaschko Avenue,5i1,Clwan,TN,37318
1236,18826,0,Saibal,,Babbie,167,Tomaschko Avenue,5i1,Cowan,TN,37318
1238,1238,360710366,Dieu,F,Ruck,,PO Box 2431,,Arapahoe,NE,68922
1239,12813,108405650,Smitherman,Y,Nojiri,143,Shandra,6a8,Boulder,CO,80308
1239,1239,108405650,Smitherman,Y,Nojiri,143,Shadnra,6a8,Boulder,CO,80308
