CUID,RUID,SSN,first.name,middle.initial,last.name,street.number,street.name,apartment.number,city,state,zipcode
1289,15740,0,Tamotsu,V,Borra,246,Indindnoli Street,3w0,Billings,MT,59115
17400,25824,0,Valette,U,Reymond,878,Dorishampton Ln,1g0,Ogden,UT,84414
8761,8761,347544618,Ninetta,,Taziri,472,Loughner St,3c4,Fort Collins,CO,80553
17856,17856,663056118,Spurlock,P,Ferruccio,280,Tsao St,8y1,West Union,OH,45693
15677,15677,101264675,errie,O,Palos,231,Ryden Pkwy,6q2,Kingston,RI,2881
1546,1546,132657268,Hanger,S,Oveta,622,Talya Street,4l3,Woodstock,VT,5091
16053,30882,0,Kessinger,,Brandsma,447,Chambetret Rd,7k6,Aguadilla,PR,604
6885,6885,541400014,Bazavan,S,Yousef,370,Descazaux Road,0g1,Yuma,AZ,85366
7773,7773,177220055,Orhan,U,Kinzie,160,Stinky Lane,1m3,Agana,GU,96911
735,735,586830605,Blyth,V,Hinkley,741,Dex Parkway,8x1,Schenectady,NY,12308
4814,9579,187080710,Biermann,L,Villagta,549,Pollex St,6h2,Fart Seybert,WV,26806
2261,2261,770138580,Denyse,K,Klingensmith,142,Egligeaud Rd,7a2,Salt Lake City,UT,84100
5784,5784,372686636,Annard,I,Mcelfresh,854,Milize Av,1b4,Evansville,IN,47708
2241,2241,362372731,Ernestus,m,Girardin,388,Clunes St,4x2,Yantis,TX,75497
5481,7534,185767714,Jagjti,,Natsuko,695,Bounmy Rd,2u7,Las Vegas,NV,89111
9045,28029,778351821,Yahia,L,Wieckhorst,103,Elus Ln,40,White Haben,PA,18661
10872,30726,430723861,Ariana,M,Kerrin,656,Chit Rd,5m6,Williamsburg,MO,63388
5063,24032,144322560,Norima,C,Branam,NA,PO Box 4866,,Narrows,KY,42358
17865,17865,650376275,Kodsi,M,oak,705,Leoutsarakos Avenue,2c4,Newark,DE,19726
9751,9751,508323035,Xiaohui,G,Kundert,480,Demary Avenue,1s8,Rio Grande,PR,745
17178,20112,0,Kerchenfaut,H,Ina,602,Atwarter Ave,40000000,Kansas City,MO,64197
5404,11593,0,Varady,,Vanderwel,362,Misako St,2v0,Harrogate,TN,37752
414,1704,181831485,idis,I,Kuegler,369,Digiallohardo St,10,Meda,NE,68041
12068,12068,725438723,D,K,Modlauer,359,Debye Avenue,3o3,Las Vegas,NV,89177
4360,4360,137746023,Yamada,Z,Boggan,524,Bompais Rd,3c7,Mastic,NY,11950
10432,17809,610530351,Berard,O,Mawst,NA,PO Box 1756,,Millston,WI,54643
6748,6748,712083228,Saavedra,N,Dilworth,804,Koverzin Rd,3f0,Reese,MI,48757
6922,15263,0,Perpi,T,Glory,287,Rosgen Road,3t8,Agaka,GU,96916
10580,10580,600638754,Bosque,,Franci,139,Jenelle Rd,8o6,Broadus,MT,59317
14720,28901,107706283,Laux,C,Gilsing,178,Electrical Avenue,4f6,Washington,DC,20406
4648,4648,441425331,Dorius,A,Simoni,889,Begum Ave,5p6,Cawford,NE,69339
10435,10435,273738420,Spallone,,Ravel,NA,PO Box 1093,,Christiansted,VI,820
4542,4542,0,Virginia,V,Labove,475,Paton Avenue,3d7,Elgin,OK,73538
10526,10526,183524754,Kelby,Q,Mer,897,Hancel Street,2c0,Wilmington,DE,19897
10815,20764,750452482,Rozaini,Y,Podmaroff,67,Subraman Avenue,0t2,Seaview,VA,23429
6083,8210,675047634,Sarojine,,Sosovec,NA,PO Box 3464,,wa Beach,HI,96862
10710,10710,0,Adnane,M,Neville,960,Dassi Ave,5000000,San Diego,CA,92133
1059,2024,208381013,Gangnes,,Brannon,35,Hindagolla,5b2,Tacoma,WA,98409
13395,13395,614504377,Mecklenburg,W,Dyson,818,Anaya Pkwy,0t2,Morgantown,WV,26507
3251,3251,0,Kunkel,E,Gunkel,141,Wahid Avenue,6x6,Reinbeck,IA,50669
14960,14960,363848256,Dobrzykowski,,Langstaff,420,Anvick Ln,4g7,Angie,LA,70467
19042,21876,453820600,Xiong,,Isaak,512,Bolon,5j4,Kosrae,FM,96944
13851,16365,403134363,Arsra,I,Burhans,88,Abidi St,1z2,Pleasant Shade,TN,37145
7778,7778,0,Adolf,B,Schlumbohm,521,Shana Avenue,4s6,Guilford,IN,47022
18968,18968,386824016,Porterfield,R,Salwocki,774,Prukker Lane,3c2,Washington,DC,20406
18935,28463,661180605,Kuntz,,Kriner,52,Corritore Road,0v4,Fort Collins,CO,80524
11725,11725,740613141,Maryniak,T,Uchikura,24,Maldera Lane,6k6,Egg Harbor,WI,54209
1656,20871,234045460,Slinowsky,H,Demetrick,852,Pettijohn St,3a4,Alton,NH,3809
19253,30365,653158311,Sturgill,,Joice,349,Loring Rd,5t0,Fowlerville,MI,48836
16342,16342,0,Marit,,Ulrich,893,Arabela Road,3q6,Lenoir City,TN,37771
1008,1008,740257730,Clarene,,Tewodros,351,Lingtao Road,7b2,Pinetop,AZ,85935
4418,23004,0,Corrocher,,Rec,NA,PO Box 11,,East Newport,ME,4933
2356,22058,414147425,Reinert,,Huoyen,507,Hatim Street,5f6,Greenville,IL,62246
9115,9115,374421576,Frye,H,Ransom,46,Niewand Avenue,1f7,Pool,WV,26684
6607,6607,673373663,Craythorne,Q,Delgrande,159,Bevis Road,5y3,Lisbon,MD,21765
10664,12251,675787450,Volchegursky,R,Katairi,41,Pklante Street,1b5,Wasjington,DC,20310
17076,17076,641641285,Scheuermann,,Mcdonough,739,Shyrer Ave,1p8,Salt Lake City,UT,84152
7554,23448,118318530,Bausch,,Klonowski,177,Rossello Road,3z2,Dinale,IA,83233
5001,18709,175327238,Moyle,N,Madison,NA,PO Box 1071,,Evangeline,LA,70537
14411,14411,155436128,Percilla,F,Kealiinohomoku,144,Stloebarger St,7z0,Campaign,TN,38550
2908,2908,402813562,Kailash,,Vambre,NA,PO Box 2095,,Lincoln,DE,19960
3147,19518,548128385,Kaip,Z,Nakae,901,Nishiwaki Avenue,2t5,Allenhurst,NJ,7709
763,12694,637170400,Giora,N,Speckmeier,263,Kinsell Ln,3w8,Hancock,MN,56244
7081,17753,178215407,Mastandrea,O,Hertrich,685,Info Road,7x2,Camden-Wyoming,DE,19934
15976,32187,0,Mo,H,Colquette,459,Alternative Pkwy,5h0,lill City,OK,73641
9439,9439,446713118,Bielman,Z,Robideaux,827,Eolande Lane,6m7,Saint James,MO,65559
12963,12963,418833412,Baugnon,F,Oj,419,Pulak Rd,50000,Mesopotamia,OH,44439
1385,1385,650676238,Dorell,R,Rafaela,808,Clelia Street,4o2,Beowawe,NV,89821
2170,3115,375258822,Zuben,S,Karlee,787,Panagopoulou Street,6j2,Hot Sulphur pSrings,CO,80451
11858,11858,710466871,Waiter,L,Asseltine,228,Pelletti Rd,8y6,Hazelton,ID,83335
9599,12541,0,Targosky,R,Schwanz,119,Seagroves Ave,2c1,Goodwater,AL,35072
12967,12967,446483771,Liina,Y,Stenquist,186,Zamarian Lane,1v2,Ijamsville,MD,21754
6812,6812,174571121,Melger,a,Nanawa,628,Rist Rd,2l1,Rollinsville,CO,80474
19693,25530,115121500,Hlobil,M,Hertkorn,687,Cards,4n3,Canaan,CT,6018
16885,16885,661072542,Moyano,P,Lingle,74,Krishan Ave,4u3,Wilton,CT,6897
746,746,613715616,Ness,A,Murrin,368,Corbet St,7,Hedgesville,WV,25427
15837,15837,0,Yoonas,,Somerset,154,Baudach Parkway,5y2,Dundas,MN,55019
15841,15841,482580441,Audi,W,Morinaga,464,Hollyanne Pkwy,4m7,Flemingsburg,KY,41041
17912,24152,0,eok,B,Clift,395,Ryd Ln,3l6,Buffalo,WV,25033
13738,13738,0,Salla,V,Cleery,318,Credle Avenue,5b4,Waterbury,CT,6726
9570,25116,152162030,Chez,D,Thedotra,322,Crissie Rd,1h6,Frisco,CO,80443
2994,2994,574238340,Komaki,W,Robrish,995,Tombropoulos Ln,6000,Kosrae,FM,96944
9159,9159,481024610,Meany,L,Curless,813,Lexey Ave,7f3,Stratton,OH,43961
2103,2103,0,Biasi,,Suriyahti,173,Ciesielski Ln,5v0,Winterthur,DE,19735
16994,16994,0,Niemi,W,Mengel,787,Kiyoko Ave,700000,Shady Side,MD,20764
12840,30804,785350047,Guerin,J,Elaine,233,Jeanie Rd,0b1,Agana,GU,96923
16697,16697,601611471,Digiacomo,W,Dunnigan,922,Linstroth Rd,3p7,inong,WI,54859
9822,16520,354888278,Msika,D,Krull,239,Noidhiki Av,0v3,Pwkeville,TN,37367
3188,7749,0,Struss,J,Rinaldis,592,Borrego Avenue,3a5,Kosrae,FM,96944
18950,25967,420753480,Beekman,,Santistevan,309,Raymundo,6r5,South Casco,ME,4077
19892,19892,714683641,Onfre,Z,Fravel,822,Barrieau Road,6v7,New Orleans,LA,70186
13839,13839,0,Hartling,M,Riffi,748,Beusan Ave,5d0,Pompano Beach,FL,33069
4577,16195,558661214,Vonne,,Trainer,302,Mccreanor Ave,8z2,Shreveport,LA,71138
17724,17724,747222108,Durbin,S,Polanco,795,Chihaw Road,8s1,Wilmington,NC,28406
18059,35872,678040032,Akama,,Liebmann,634,Faucette Rd,7o4,sgana,GU,96912
16709,21741,513555337,Macehtte,I,Monish,77,Cambie Road,0x8,Midland,AR,72945
13067,13067,330543705,B,I,Shellysheldon,939,Mellett St,3w5,Pembine,WI,54156
8648,8648,457308681,arini,E,Borrione,448,Bohart Ln,6i4,Tacoma,WA,98442
15565,15565,0,Berthelot,S,Bjorn,NA,PO Box 4576,,Newark,DE,19718
12923,17754,347423830,tork,F,hTalman,32,Lusien St,3b7,Kosrae,FM,96944
7797,21028,0,Tetrault,S,Harshbarger,89,Rapromanikis Street,5j7,Port Penn,DE,19731
12861,12861,0,Gopalam,,Suzzanne,NA,PO Box 4115,,Fingerville,SC,29338
9032,9032,128466428,Blanchard,Y,Lavoie,733,Maillot Rd,5f5,Megargel,AL,36457
7841,7841,237300548,Mecy,Z,Knolmar,986,Yep,3q0,Rand,CO,80473
4572,4572,0,Jarvis,L,Starlin,22,Rosemond Avenue,3c2,Tempe,AZ,85285
698,698,601440418,Tiglas,E,Kaus,904,Celeste Parkway,7i0,Lyndonville,VT,5851
15408,15408,278546787,Myrle,L,xSadayuki,183,Bei Road,0l1,Plantersville,AL,36758
2172,2172,311658876,Bjoern,B,Ciusani,331,Gandon St,6j5,Mountain Ranch,CA,95246
19250,34959,643157652,Kamppi,T,Awan,247,Donalee Road,6m3,Kosrae,FM,96944
8476,13774,433811816,Amargo,U,Woo,660,Arnaud Parkway,7m0,Reading,PA,19600
8529,8529,625614277,Milman,F,Flens,339,Thinah Road,6n8,Union,ND,58279
12094,12094,622021571,Firtzlaff,U,lKasberg,70,Sergo Avenue,200,Qulin,MO,63961
3804,6140,555570777,Hus,S,Hinds,728,Hoope St,1m3,Free Uhion,TN,22940
13398,13398,275434244,Lantz,,Kimbaovsky,138,Maillot Street,7a3,Hanska,MN,56041
11257,11257,0,Taul,A,Ngeow,347,Angeline,4g5,Minocqua,WI,54548
11624,11624,308664011,Everidge,R,Jepsen,285,Warman Parkway,2m7,Graff,MO,65660
3112,3112,0,Papaux,J,Nazi,219,Culham Avenue,4h0,Las Vegas,NV,89114
2605,2663,783537624,Helwege,H,Sisely,653,Dikaitis Ave,2s5,Bear,DE,19701
15849,15849,261181528,Cornaett,X,Morozumi,836,bGrosman Lane,3h3,Tioga,WV,26691
6382,6382,771686648,Lubis,T,Mitchell,NA,PO Box 3519,,Geraldine,MT,59446
11870,11870,115378651,Changaris,O,Klutts,489,Adeline Rd,2f1,El Rito,NM,87530
10349,19831,200245777,Riza,C,Kawanishi,369,Angelique Ave,4w5,Falls City,TX,78113
7715,11399,214824451,Verkerk,Y,Carraresi,NA,PO Box 1873,,Las Vegas,NV,89125
16467,20582,656864306,Egon,M,Guilli,985,Koyang St,0x6,Woodbury,NJ,8096
11384,29441,0,Yul,B,Benardo,281,Mier Lane,7v5,Frankfort,SD,57440
7197,7197,528025201,Pitois,S,Maikisch,292,Shatara Lane,0z4,Hollenberg,KS,66946
16031,25728,0,Kuchelmeister,P,Livesay,35,Ashu,6u2,Manchester,NY,14504
12512,22980,523560520,Toponi,,Carberry,31,Aranza Street,7x4,Napoleonville,LA,70390
405,405,408087644,Skopp,M,Strickfaden,298,Reho St,6i6,Pisek,ND,58273
9366,9366,401601332,Crowell,,Winifred,397,Marvell Lane,4d8,Effort,PA,18330
4221,4221,186710445,Sugih,M,Cucci,449,Smoorenburg Rd,7g8,Kendrick,ID,83537
2350,17985,521524476,Embrich,R,Ostojic,76,Preville St,2w2,Tuscaloosa,AL,35487
1484,1484,333485760,Cordon,U,Lanny,295,Knierim Avenue,8v3,North Fork,ID,83466
15861,24059,246762708,Thongpet,U,Peur,573,Crissy Ln,1q1,Phoenix,AZ,85001
8865,8865,0,Wiegert,O,Corbiere,567,Reuel Avenue,5d8,White Cottage,OH,43791
5719,5719,0,Epiphanie,R,Tupaj,468,Gaftea Street,6b2,Edgerton,WY,82635
16725,17384,434068773,Mahendra,M,Cabuy,468,Hiang Ave,0a0,Columbia,SC,29206
8845,8845,173866582,Mey,V,Pascoe,766,Nigel Ave,0c0,Hamburg,LA,71339
2214,2214,0,Ayse,C,Hurn,NA,PO gox 617,,Empire,MI,49630
12669,15823,0,Gerianne,B,Raynell,998,Varra,4w7,Glendale,RI,2826
19221,19221,568614031,Beal,F,Khalily,953,Vitoria,6d7,Haines Falls,NY,12436
7679,7679,0,Kapeckas,R,Kooman,586,Prout Street,1k0,Huntsville,AR,72740
734,734,286774005,Battimenza,U,Magrey,241,Kwokchoi Street,1a0,Yucaipa,CA,92399
3124,16880,338612182,Wisnosky,M,Fidloe,748,Hur,0p4,Rockfield,WI,53077
6303,6303,0,Boyajian,E,Kuenschner,736,Gilstrap Ln,4v5,Blackfoot,ID,83221
6941,6941,285640884,Thammavong,,Wenyon,21,Rommell Parkway,6k1,Colorado Springs,CO,80909
1309,1309,442078242,Chirhart,U,Marcinek,264,Staehle Pkwy,3g4,Canovanas,PR,629
16392,16392,652114330,Burdick,X,Rehmann,645,Kiwi Avenue,6u8,Loveland,CO,80539
15578,18270,730671438,Shimabuku,R,oJao,919,Tillwan Parkway,8q1,Gaffney,SC,29340
18632,18632,778401065,Cordy,V,Seeds,NA,PO Box 1005,,Mountain Home,ID,83647
4924,12506,176842408,Roccsaforte,,Tordocs,NA,PO Box 4864,,ellington,UT,84542
17578,17578,653502645,Dodi,Z,Braga,48,Rocillo Rd,3j4,Mantorville,MN,55955
5801,5801,0,Hochet,V,Borsberry,NA,PO Box 2000,,Washington,DC,20510
19250,19250,643157652,Kamppi,T,Awan,247,Donalee Road,6m3,Kosrae,FM,96944
1836,15448,775100474,ennisi,W,Tsantilas,124,Uir St,8r1,Omaha,NE,68105
15332,26543,283837117,Wewetzer,T,Pewitt,553,Hoben Ave,7q2,Great Falls,MT,59406
2334,2334,578745584,Krelle,E,Adine,748,Nieuwenhuijzen Road,4z8,Hyattville,WY,82428
10183,11025,341585245,Trochet,V,Schweigler,228,Fukasawa Street,1f2,Colchester,VT,5446
1502,1502,0,Dhawal,R,Amesse,NA,PO Box 2657,,West Thornton,NH,3285
9961,28868,0,Tarnow,F,Gimon,321,Cassius Rd,6x1,Mountain Lake,MN,56159
10191,18526,0,Fern,,Cardenas,859,Lorance Ave,6h8,Christiansted,VI,823
108,108,50470130,Prochaska,F,Makela,443,Somerville Ave,6r7,Hatillo,PR,659
13409,27658,0,Brig,C,Hopewell,81,Juvonen St,3w6,uzerne,MI,48636
9621,9621,733767230,Cadzow,A,Sousa,NA,PO Box 4512,,Washington,DC,20546
8466,8466,545451050,Trainer,L,Sisile,572,Tepe Ave,6r8,Sorrento,LA,70778
12094,12741,602021371,Firtzlaff,U,Kasberg,70,Sergo Avenue,200,Qulin,MO,63961
8974,8974,714741781,Harbach,V,Fiastre,278,Jaap Road,2p8,Stromsburg,NE,68666
13061,13061,0,Pandya,L,Wuthrich,834,Orlandella Road,6h6,Frederiksted,VI,840
7409,7409,407660830,Zamri,I,Quyhn,62,Luncdqvist,0x0,Mc Cracken,KS,67556
2638,2638,108333141,Toadvine,S,Marcucci,NA,PO Box 1,,Lincoln,DE,19960
11033,11033,0,Mains,P,Vinko,770,Kolasa St,4o6,Kingman,AZ,86401
6113,13910,252587128,Son,T,Toste,84,Cleaver,2p5,Fargo,ND,58124
8489,8489,0,Yarosh,S,Pineiro,945,Dorris Ave,6c1,Albuquerque,NM,87112
5947,5947,0,Caudle,G,Lebron,297,Annmaria Avenue,7t7,Gilby,ND,58235
14897,14897,0,Miyata,S,Seet,219,Basson Ave,5k3,Dallas,TX,75240
6227,6227,678535208,Schatzberg,A,Daloris,449,Castello St,0s5,Java,SD,57452
15912,25300,712101461,Zingeler,M,Marrissa,573,Constanta St,6m0,Wilmot Flat,NH,3287
18088,18088,0,Vanerio,G,Halkyard,915,Adaline Ln,0w3,Fair Haven,VT,5731
16647,36581,367653124,Susan,A,Rodosevich,248,Tisha Parkway,7r3,Cecil,AR,72930
18542,18542,478318770,Olden,P,Sherwin,600,Valaria Lane,8k8,Horse Creek,WY,82061
19556,29699,0,Zin,,Lauso,7,Zegray Ln,8n6,Frisco City,AL,36445
5608,5608,442752762,Welten,A,Moroak,638,Huszar Rd,5z8,Palo Verde,AZ,85343
15432,15432,782357436,Gopisetthy,H,Maryse,274,Alis Street,8h5,Carson City,NV,89706
6186,10047,0,Fung,Q,Beelyn,NA,PO Box 168,,Calvert,AL,36513
1014,1014,540265242,Hallstein,G,Keifer,583,Marcantonio Street,5b8,Glen Elder,KS,67446
10307,10307,762261604,Kortz,,Chaiman,867,Moledina Rd,5m5,Green Bay,WI,54324
19559,19559,0,Perales,H,Chinniah,529,Birdie Road,2d2,Jackson,AL,36545
1367,10776,304627033,Dasrath,M,Traner,376,Karlsen,7i2,Valparaiso,NE,68065
18014,22734,0,Nels,Z,Alfred,736,Saantiesteban St,0q0,Desmet,ID,83824
2846,11809,0,Coutu,,Zaupa,466,Schlesinger Avenue,5n6,Otto,WY,82434
17429,35640,318542731,Kirley,,Mirabel,657,Goba Street,0d4,Great Falls,MT,59440
1644,1644,0,Sponheimer,V,Bettger,789,Die Street,2f3,Canaseraga,NY,14822
14226,18124,0,Walters,L,Boniface,908,Tanimoto St,6m2,FPO San Francisco,CA,96652
210,4330,557514236,Riou,T,Fogelin,76,Cliffo Ave,7t4,Deer Lodge,MT,59722
19292,19292,174033117,Valero,Y,Derwin,NA,PO Box 1293,,Saint Johnsbury,VT,5819
13471,31962,615484605,Kodak,L,Petitqueux,186,Thebault St,2s2,East Providence,RI,2914
16621,29304,215223225,Prisco,S,Constant,948,Minschart Street,0y8,Churchton,MD,20733
13277,13277,673387127,Ekstrom,,Paqs,932,Smecca Pkwy,0o1,Medicine Bow,WY,82329
12975,26455,0,Dewix,I,Kendzierski,289,Takenaka St,7z7,Birmingham,AL,35231
1958,11361,543842300,Lrcrtp,F,Preite,11,Houng Avenue,1t6,Hampstead,MD,21074
7358,26656,0,Pansen,V,Kosla,981,Alene Street,0c3,Greer,SC,29650
14847,19180,0,Donohue,Y,Decarie,529,Paulinus Rd,6a2,Manitou,KY,42436
14355,21561,486156082,Goode,,Fiechtner,497,Claisse Rd,5n8,Falls Creek,PA,15840
6858,6858,734387753,Radzi,Y,Vercruysse,800,Almeria Avenue,6s8,Sebastian,TX,78594
13675,20181,382684110,Manetta,N,Havens,235,Derboeuf Ave,0c1,Kaylor,SD,57354
137,137,0,Juskevicius,B,Fross,278,Azizian Rd,8i7,Mendota,CA,93640
3693,12952,320225328,Genet,,Schperberg,757,Dicenso Lane,5o5,Agana,GU,96913
7416,11441,746215117,Cele,T,Terrijo,86,Lugene Lane,4w6,Cruz Bay,VI,830
11409,15105,776385520,Belz,,Tukima,37,oMrisch Ave,3h7,Wimington,DE,19802
7197,22107,528025201,Pitois,S,Maikisch,292,Satara Lane,0z4,Hollenberg,KS,66946
14187,14187,104474641,Heon,W,Boselli,738,Metro Pkwy,1m5,Galveston,KY,41629
13395,20992,614504377,Mecklenburg,W,Dyson,818,Aaya Pkwy,0t2,Morgantown,WV,26507
11979,22674,753033307,Thammavong,V,Boonen,917,Stepleton Road,0q5,Fellsmere,FL,32948
8043,18063,611347612,Bhele,S,Ruthanne,292,Huw Street,1c2,Ellington,NY,14732
5424,5424,0,Blancher,S,Leeuwen,490,Clerau Street,3z0,Santa Cruz,NM,87567
16008,16008,287547418,Goetze,,Crottini,447,Bommel Avenue,8n6,New Orleans,LA,70125
7945,7945,750116514,Colette,D,Morath,146,Ngiuk Pkwy,2k4,Derry,NM,87933
9528,9528,738784168,Poetker,F,Limbursky,525,Balmonte St,5d6,Baton Rouge,LA,70894
17575,28552,624142226,Atsuyuki,Z,Tihanyi,NA,PO Boc 4060,,Frankford,DE,19945
19341,32215,223237704,Riad,X,Eswara,600,Bradee Parkway,5u3,Helena,MT,59601
15961,30291,0,Kessdell,S,Kachel,187,Garten Lane,5j8,Wayland,OH,44285
1847,20426,660723803,Adhi,,Ehouman,NA,PO Box 4974,,Hoxhe,AR,72433
5925,5925,0,Smeenge,M,Vassar,116,Rollis Pkwy,8m0,Bel Alton,MD,20611
14076,25887,111741410,Sangalang,M,Toufic,794,Nofsinger St,3j0,Newtown,WV,25686
6754,6754,0,Schmit,Y,Consuela,169,Nawotka Ave,8m0,Glendale Springs,NC,28629
3409,3409,0,Drudy,U,Klingler,911,Gamber St,1a8,Zionsville,IN,46077
18320,24257,325462652,Umym,T,Swarthout,127,Parankema Street,3o5,Kosrae,FM,96944
9326,9326,0,Personett,T,Leoine,41,Victorio Ave,0t2,Dorchester,NJ,8316
1908,18686,115346438,Springs,,Rohiyati,985,Debasish Rd,0t1,Hainesport,NJ,8036
2979,9741,0,Varathaarjoo,X,Jaquenetta,189,Uli Street,3g8,Agana,GU,96910
16995,32700,303087148,Gudnte,S,Scheetz,133,Duinter Street,6j4,Thompsons Station,TN,37179
4874,5101,448682588,Fatjo,O,Stooksbury,110,Ponick Parkway,7r6,Mayaguez,PR,708
14040,21522,401206421,Ramamoorthy,A,Krishen,68,Knoke,1a3,dolumbia,SC,29211
18794,24337,652335361,Morrissette,V,Kriner,794,Malfarta Ave,2w5,Des Moines,IA,50360
10581,25408,242854608,Chul,X,Luzan,459,Georgianni Lane,1l5,South Effingham,NH,3882
8918,9559,631253248,Crancer,Y,Allemandou,477,Marcom Street,4z2,Rutherfordton,NC,28139
11850,21758,735127328,Termine,J,Mohidin,855,Lardizabal Ave,1d6,Rahdolph Center,VT,5061
7366,7366,515640787,Elda,I,Migliore,957,Kiko Lane,8q3,Topeka,KS,66652
19776,19776,0,Maren,F,Beinart,788,Trejo,0t2,Valley Lee,MD,20692
3498,4926,105040118,Meryam,L,Mcpherran,528,Machifa Street,2z4,Arnolds Park,IA,51331
16844,16844,0,Vallely,S,Iver,676,Humphreys St,1n6,Newbury,NH,3255
6063,6923,0,Hemon,N,Coila,611,Calida Avenue,2c1,Hiyt,CO,80641
15479,15479,310206205,Kevon,C,Sirun,115,Enai St,7y3,Kosraev,FM,96944
3511,8845,0,Prowse,A,Dawdy,375,Periandri,2k6,Bradley,OK,73011
1315,15565,258523650,Poblenz,M,Buckingham,712,Yach Road,8m7,Seattle,WA,98119
8239,8239,650180074,Gizten,R,Duwe,368,Sjugamele Ln,3t3,Mecca,IN,47860
2579,2579,537017681,Neni,,Akitoshi,287,Lackmann Rd,2x1,Weston,MO,64098
8519,8519,142661785,Bobnita,Z,Omel,NA,PO Box 3130,,Troy,ID,83871
12450,12450,145860887,Barenie,Q,Bearnard,651,eRasib Ave,8z2,Salt Lake City,UT,84139
19657,27629,317038383,Mahinc,S,Shugong,6,uGercio St,2a8,Hudson,ME,4449
1349,10843,250002266,Taff,O,Chanpong,NA,PO Box 274p2,,Cristiansted,VI,824
13287,13287,308547325,Raul,,Fellman,487,Hitchings Road,3q4,Cavbo Rojo,PR,623
9270,9270,303886856,Vonderweidt,X,Glasow,30,Caulfield Ave,0n8,Flint,MI,48500
11884,30787,243745307,Cascio,U,Camey,358,Ephrayim Avenue,2g1,Protection,KS,67127
8410,8410,241462885,Bernadene,I,Gaetano,682,Serres Road,1b1,FPO San Francisco,GU,96630
4974,4974,0,Nathalie,,Tyda,624,Rijk,0z1,Kellnersville,WI,54215
4358,4358,226018243,Akina,W,Melena,763,Oezbudakci Street,5c5,Mancos,CO,81328
13150,13150,281247274,Godlew,X,Nolan,447,Blue Ave,6t2,Johnston,RI,2919
14292,14292,0,Creary,Q,Hyacinthia,591,Octavius Avenue,6q4,Grays River,WA,98621
1597,15812,563371544,Irmtraud,,Operations,462,Yuanjian Rd,4x1,Salome,AZ,85348
547,14201,535253223,Hiroki,L,Elslander,542,Havens Street,1x3,Durango,CO,81301
13402,25817,421672455,Hass,T,Shcwafel,674,Salomnoe Lane,4f5,Asotin,WA,99402
9374,9374,608574561,Erni,T,Kentan,36,Ehrman Rd,6n4,Dawn,TX,79025
14214,14214,551618384,Newbins,L,Zenichi,2,Quintin Parkway,6v5,Spokane,WA,99228
8568,17693,234584625,Moxley,M,Schuchard,336,Alfis St,3j3,narshville,NC,28103
2979,7021,0,Varatharajoo,X,Jaquenetta,189,Uli Street,3g8,Agana,GU,96910
2777,3480,603121153,Cadonic,A,Callan,58,Bartie St,3m7,Harris,MN,55032
14134,29576,580423411,Lulu,,Zaydan,735,Goemaere Pkwy,600000000,Indianapolis,IN,46234
12606,12606,633471573,Bauwens,O,Larato,451,Quiroz,5w0,Farmington,DE,19942
7307,26727,276722616,Checa,,Stierlin,784,Hsohi Rd,6d3,Lincoln,RI,2865
7457,10973,0,Victorisn,C,Torrado,114,Wada Pkwy,0p3,Boise,ID,83723
1114,1114,580075155,Soderberg,X,Bottazzi,NA,PO Bob 3705,,Motnezuma,IN,47862
843,12620,740371647,Peta,J,Hijne,63,Pres Ave,2k4,Point Lookout,NY,11569
19652,19652,571457158,Queries,Z,Muni,893,Ens Avenue,3w1,Waggoner,IL,62572
13927,18585,232170654,Aleta,K,Ekkehard,286,Baltz Rd,3q3,Kosrae,FM,96944
18718,31873,514536024,Freyler,J,Gawargy,664,Ludcien Ave,4h6,Kenton,DE,19955
5160,13828,0,Ginley,T,Zia,198,Feigenbaum Avenue,7z3,Wayne,OK,73095
4339,4339,0,Ayrault,M,Whitsell,250,Lorenzen Avenue,6g4,Red Springs,NC,28377
10594,10594,0,Liebes,A,Eyrignoux,644,Bellagio Pkwy,5l2,Angelus Oaks,CA,92305
10205,10205,0,Heiderose,C,Vasilopoulos,603,Schouweiler,6r0,Anasco,PR,610
8633,27804,232080647,jejo,J,Sadier,606,Sinnie Ave,0y3,Tamworth,NH,3886
15940,30127,754270171,Melberta,G,Helena,845,Shik Avenue,7s8,Morrison,CO,80465
8781,15848,382572141,Moizer,V,Lean,719,Arrington Avenue,1x1,Richmond,VA,23234
14263,15832,561663581,Heoh,W,Nadya,523,Elonore Street,1y2,Knoxville,TN,37912
3533,3597,322348408,Chinfui,Y,Melbourne,981,Gerry Road,6b4,Gowanda,NY,14070
18688,18688,742736806,Hebe,O,Metta,185,Buxmann Street,4o8,Crooks,SD,57020
15432,17734,782357436,Gopisetty,H,Maryse,274,Alis Street,8h5,Carson City,NV,89706
9993,9993,270384640,Shreve,Y,Kollmann,139,Greetham Street,1y0,Tucson,AZ,85746
5723,5723,0,Lindamood,W,Angela,956,Aleide Rd,5h0,Cruz Bay,VI,830
18754,19901,667561356,Rebecka,R,Cossio,NA,PO Box 2825,,Huntington,WV,25705
2484,19536,0,Oorlynck,B,Pinskey,898,Ravid Ln,2o2,Austin,NV,89310
6210,6210,362618543,Bertetta,,Arum,230,Phalpher Street,0h0,Memphis,TN,38151
